,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
1978,0,57.83835616438356,3.175342465753425,1,0,0,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1979,0,57.83835616438356,3.175342465753425,1,0,0,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1980,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1981,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1982,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1983,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1984,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1985,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1986,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1987,0,47.271232876712325,0.673972602739726,1,0,0,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1988,0,47.271232876712325,0.673972602739726,1,0,0,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1989,0,56.68219178082192,12.432876712328769,1,0,0,0,2.0,False,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1990,1,33.73424657534247,3.008219178082192,1,0,0,0,3.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1991,2,27.356164383561644,4.761643835616439,1,0,0,0,4.0,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1992,0,34.397260273972606,5.090410958904109,1,0,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1993,0,36.96986301369863,3.5095890410958903,1,0,0,0,2.0,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1994,0,36.96986301369863,3.5095890410958903,1,0,0,0,2.0,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1995,0,36.96986301369863,3.5095890410958903,1,0,0,0,2.0,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1996,0,36.96986301369863,3.5095890410958903,1,0,0,0,2.0,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1997,2,34.06575342465754,4.008219178082192,1,0,1,0,4.0,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1998,1,41.342465753424655,8.597260273972603,1,0,0,0,3.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1999,1,41.342465753424655,8.597260273972603,1,0,0,0,3.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2000,1,41.342465753424655,8.597260273972603,1,0,0,0,3.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2001,1,33.33150684931507,3.761643835616439,1,0,0,0,3.0,False,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2002,0,40.64657534246575,5.676712328767123,1,0,0,0,1.0,False,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2003,0,29.375342465753423,0.2547945205479452,1,0,0,0,2.0,False,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2004,0,29.375342465753423,0.2547945205479452,1,0,0,0,2.0,False,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2005,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2006,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2007,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2008,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,True,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2009,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2010,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2011,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2012,0,54.92054794520548,9.597260273972603,1,0,0,0,2.0,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2013,0,54.92054794520548,9.597260273972603,1,0,0,0,2.0,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2014,0,34.53150684931507,7.178082191780822,1,1,1,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2015,0,34.53150684931507,7.178082191780822,1,1,1,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2016,0,34.53150684931507,7.178082191780822,1,1,1,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2017,0,34.53150684931507,7.178082191780822,1,1,1,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2018,0,34.53150684931507,7.178082191780822,1,1,1,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2019,0,57.12328767123287,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2020,1,57.72876712328768,-1000.6657534246576,1,0,0,0,3.0,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2021,2,27.90684931506849,6.342465753424658,1,0,0,0,4.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2022,2,27.90684931506849,6.342465753424658,1,0,0,0,4.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2023,2,27.90684931506849,6.342465753424658,1,0,0,0,4.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2024,2,27.90684931506849,6.342465753424658,1,0,0,0,4.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2025,0,27.56438356164384,1.4246575342465753,1,0,0,1,2.0,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2026,1,33.8,1.2547945205479452,1,0,0,0,3.0,False,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2027,1,33.8,1.2547945205479452,1,0,0,0,3.0,False,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2028,0,33.88767123287671,3.9232876712328766,1,1,1,0,2.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2029,0,33.88767123287671,3.9232876712328766,1,1,1,0,2.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2030,0,55.62191780821918,28.10684931506849,1,0,0,0,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2031,0,55.62191780821918,28.10684931506849,1,0,0,0,1.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2032,0,59.4986301369863,5.594520547945206,1,0,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2033,0,59.4986301369863,5.594520547945206,1,0,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2034,1,28.53150684931507,7.512328767123288,1,1,1,0,3.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
2035,1,28.53150684931507,7.512328767123288,1,1,1,0,3.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
2036,1,28.53150684931507,7.512328767123288,1,1,1,0,3.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
2037,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2038,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2039,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2040,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2041,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2042,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2043,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2044,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2045,1,40.50684931506849,13.347945205479451,1,0,0,0,3.0,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2046,1,40.50684931506849,13.347945205479451,1,0,0,0,3.0,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2047,1,40.50684931506849,13.347945205479451,1,0,0,0,3.0,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2048,1,40.50684931506849,13.347945205479451,1,0,0,0,3.0,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2049,0,57.44383561643836,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2050,0,57.44383561643836,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2051,0,57.44383561643836,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2052,0,63.367123287671234,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2053,0,63.367123287671234,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2054,0,63.175342465753424,-1000.6657534246576,1,0,0,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2055,0,63.175342465753424,-1000.6657534246576,1,0,0,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2056,0,63.175342465753424,-1000.6657534246576,1,0,0,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2057,0,63.175342465753424,-1000.6657534246576,1,0,0,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2058,0,63.175342465753424,-1000.6657534246576,1,0,0,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2059,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2060,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2061,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2062,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2063,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2064,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2065,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2066,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2067,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2068,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2069,1,47.88493150684931,-1000.6657534246576,1,0,0,0,3.0,False,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2070,1,47.88493150684931,-1000.6657534246576,1,0,0,0,3.0,False,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2071,1,47.88493150684931,-1000.6657534246576,1,0,0,0,3.0,False,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2072,2,30.95890410958904,2.758904109589041,1,0,0,0,4.0,False,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2073,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2074,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2075,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2076,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2077,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2078,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2079,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2080,1,28.09041095890411,4.005479452054795,1,0,0,0,3.0,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2081,1,28.09041095890411,4.005479452054795,1,0,0,0,3.0,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2082,1,28.09041095890411,4.005479452054795,1,0,0,0,3.0,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2083,1,28.09041095890411,4.005479452054795,1,0,0,0,3.0,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2084,2,33.83013698630137,3.3424657534246576,1,0,0,0,4.0,False,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2085,2,33.83013698630137,3.3424657534246576,1,0,0,0,4.0,False,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2086,0,24.36438356164384,4.424657534246576,1,1,0,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2087,0,24.36438356164384,4.424657534246576,1,1,0,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2088,0,24.36438356164384,4.424657534246576,1,1,0,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2089,0,60.224657534246575,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2090,0,60.224657534246575,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2091,0,60.224657534246575,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2092,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,False,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2093,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,False,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2094,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,False,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2095,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,False,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2096,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,False,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2097,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,False,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2098,2,31.52054794520548,11.01095890410959,1,0,0,0,3.0,False,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2099,2,31.52054794520548,11.01095890410959,1,0,0,0,3.0,False,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2100,2,31.52054794520548,11.01095890410959,1,0,0,0,3.0,False,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2101,2,31.52054794520548,11.01095890410959,1,0,0,0,3.0,False,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2102,0,54.58082191780822,3.0904109589041098,1,0,0,0,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2103,0,54.58082191780822,3.0904109589041098,1,0,0,0,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2104,0,54.58082191780822,3.0904109589041098,1,0,0,0,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2105,0,54.58082191780822,3.0904109589041098,1,0,0,0,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2106,0,27.980821917808218,4.676712328767123,1,0,0,0,2.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2107,0,27.980821917808218,4.676712328767123,1,0,0,0,2.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2108,0,27.980821917808218,4.676712328767123,1,0,0,0,2.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2109,0,27.980821917808218,4.676712328767123,1,0,0,0,2.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2110,0,27.980821917808218,4.676712328767123,1,0,0,0,2.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2111,0,27.980821917808218,4.676712328767123,1,0,0,0,2.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2112,0,27.980821917808218,4.676712328767123,1,0,0,0,2.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2113,0,27.980821917808218,4.676712328767123,1,0,0,0,2.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2114,1,32.12602739726027,9.846575342465751,1,0,0,0,3.0,False,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2115,0,46.54246575342466,3.9287671232876713,1,1,1,0,1.0,False,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2116,0,46.54246575342466,3.9287671232876713,1,1,1,0,1.0,False,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2117,0,34.602739726027394,14.095890410958903,1,0,0,0,2.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2118,0,34.602739726027394,14.095890410958903,1,0,0,0,2.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2119,0,39.52054794520548,12.515068493150684,1,1,1,0,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2120,0,39.52054794520548,12.515068493150684,1,1,1,0,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2121,1,41.40547945205479,4.342465753424658,1,0,0,0,2.0,False,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2122,1,41.40547945205479,4.342465753424658,1,0,0,0,2.0,False,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2123,1,41.40547945205479,4.342465753424658,1,0,0,0,2.0,False,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2124,1,41.40547945205479,4.342465753424658,1,0,0,0,2.0,False,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2125,2,39.30684931506849,4.761643835616439,1,0,0,0,4.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2126,2,39.30684931506849,4.761643835616439,1,0,0,0,4.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2127,0,42.635616438356166,21.435616438356163,1,0,1,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2128,0,42.635616438356166,21.435616438356163,1,0,1,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2129,0,42.635616438356166,21.435616438356163,1,0,1,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2130,0,42.635616438356166,21.435616438356163,1,0,1,0,2.0,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2131,1,27.687671232876717,0.2547945205479452,1,0,1,0,2.0,False,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2132,1,27.687671232876717,0.2547945205479452,1,0,1,0,2.0,False,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2133,1,27.687671232876717,0.2547945205479452,1,0,1,0,2.0,False,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2134,1,27.687671232876717,0.2547945205479452,1,0,1,0,2.0,True,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2135,1,27.687671232876717,0.2547945205479452,1,0,1,0,2.0,False,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2136,0,36.74246575342466,0.5068493150684932,1,0,0,0,2.0,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2137,0,36.74246575342466,0.5068493150684932,1,0,0,0,2.0,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2138,0,54.8054794520548,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2139,0,62.21917808219178,37.53150684931507,1,0,1,0,2.0,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2140,0,37.21917808219178,13.43013698630137,1,0,0,0,1.0,False,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2141,0,49.74246575342466,3.4246575342465757,1,0,0,0,2.0,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2142,0,30.383561643835616,0.926027397260274,1,0,0,0,2.0,False,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2143,0,38.89041095890411,18.852054794520548,1,0,0,0,1.0,False,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2144,0,44.76712328767123,23.69041095890411,1,0,0,0,2.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2145,0,44.76712328767123,23.69041095890411,1,0,0,0,2.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2146,0,44.76712328767123,23.69041095890411,1,0,0,0,2.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2147,0,44.76712328767123,23.69041095890411,1,0,0,0,2.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2148,0,40.40821917808219,2.421917808219178,1,1,1,0,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2149,1,31.942465753424656,1.0876712328767124,1,0,0,0,3.0,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2150,1,31.942465753424656,1.0876712328767124,1,0,0,0,3.0,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2151,1,31.942465753424656,1.0876712328767124,1,0,0,0,3.0,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2152,0,65.3917808219178,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2153,0,65.3917808219178,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2154,0,65.3917808219178,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2155,0,32.75616438356165,0.8410958904109589,1,0,0,0,1.0,False,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2156,1,42.16438356164384,4.424657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2157,1,42.16438356164384,4.424657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2158,1,42.16438356164384,4.424657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
